id_serie,nome_serie,id_episodio,temporada,num_episodio,nome_episodio,ano,generos,duracao_minutos,avaliacao_media,num_votos
tt1837492,13 Reasons Why,tt7136932,2,4,The Second Polaroid,2018,"Drama,Mystery,Thriller",57.0,7.1,3152
tt1837492,13 Reasons Why,tt7136936,2,5,The Chalk Machine,2018,"Drama,Mystery,Thriller",57.0,7.0,3081
tt1837492,13 Reasons Why,tt7136940,2,6,The Smile at the End of the Dock,2018,"Drama,Mystery,Thriller",58.0,7.7,3404
tt1837492,13 Reasons Why,tt7289308,2,7,The Third Polaroid,2018,"Drama,Mystery,Thriller",56.0,7.3,3037
tt1837492,13 Reasons Why,tt7289314,2,8,The Little Girl,2018,"Drama,Mystery,Thriller",57.0,7.6,3030
tt1837492,13 Reasons Why,tt7339172,2,9,The Missing Page,2018,"Drama,Mystery,Thriller",57.0,8.0,3131
tt1837492,13 Reasons Why,tt7407784,2,10,"Smile, Bitches",2018,"Drama,Mystery,Thriller",55.0,7.5,2987
tt1837492,13 Reasons Why,tt7414986,2,11,Bryce and Chloe,2018,"Drama,Mystery,Thriller",58.0,8.3,3338
tt1837492,13 Reasons Why,tt7414988,2,12,The Box of Polaroids,2018,"Drama,Mystery,Thriller",56.0,8.0,3187
tt1837492,13 Reasons Why,tt7414990,2,13,Bye,2018,"Drama,Mystery,Thriller",70.0,6.5,5405
tt1837492,13 Reasons Why,tt8519402,3,1,Yeah. I'm the New Girl,2019,"Drama,Mystery,Thriller",56.0,6.3,2741
tt1837492,13 Reasons Why,tt8519634,3,2,"If You're Breathing, You're a Liar",2019,"Drama,Mystery,Thriller",57.0,6.5,2384
tt1837492,13 Reasons Why,tt8519636,3,3,The Good Person Is Indistinguishable from the Bad,2019,"Drama,Mystery,Thriller",59.0,6.5,2240
tt1837492,13 Reasons Why,tt8519638,3,4,"Angry, Young and Man",2019,"Drama,Mystery,Thriller",58.0,6.8,2158
tt1837492,13 Reasons Why,tt8519642,3,5,Nobody's Clean,2019,"Drama,Mystery,Thriller",59.0,6.5,2087
tt1837492,13 Reasons Why,tt8519668,3,6,You Can Tell the Heart of a Man by How He Grieves,2019,"Drama,Mystery,Thriller",56.0,6.8,2068
tt1837492,13 Reasons Why,tt8519670,3,7,There Are a Number of Problems with Clay Jensen,2019,"Drama,Mystery,Thriller",49.0,6.4,2069
tt1837492,13 Reasons Why,tt8519674,3,8,"In High School, Even on a Good Day, It's Hard to Tell Who's on Your Side",2019,"Drama,Mystery,Thriller",51.0,7.4,2149
tt1837492,13 Reasons Why,tt8519676,3,9,Always Waiting for the Next Bad News,2019,"Drama,Mystery,Thriller",54.0,6.6,1962
tt1837492,13 Reasons Why,tt8519680,3,10,The World Closing In,2019,"Drama,Mystery,Thriller",53.0,7.0,1995
tt1837492,13 Reasons Why,tt8519682,3,11,There Are a Few Things I Haven't Told You,2019,"Drama,Mystery,Thriller",54.0,7.2,2043
tt1837492,13 Reasons Why,tt8519684,3,12,And Then the Hurricane Hit,2019,"Drama,Mystery,Thriller",59.0,7.7,2173
tt1837492,13 Reasons Why,tt8519694,3,13,Let the Dead Bury the Dead,2019,"Drama,Mystery,Thriller",71.0,6.4,2698
tt1837492,13 Reasons Why,tt10741308,4,1,Winter Break,2020,"Drama,Mystery,Thriller",59.0,5.8,2096
tt1837492,13 Reasons Why,tt10787150,4,2,College Tour,2020,"Drama,Mystery,Thriller",58.0,5.7,1875
tt1837492,13 Reasons Why,tt11872112,4,3,Valentine's Day,2020,"Drama,Mystery,Thriller",59,5.6,1920
tt1837492,13 Reasons Why,tt11187066,4,4,Senior Camping Trip,2020,"Drama,Mystery,Thriller",59.0,5.1,2001
tt1837492,13 Reasons Why,tt11700056,4,5,House Party,2020,"Drama,Mystery,Thriller",57.0,6.2,1767
tt1837492,13 Reasons Why,tt11700060,4,6,Thursday,2020,"Drama,Mystery,Thriller",61.0,6.6,1970
tt1837492,13 Reasons Why,tt11872120,4,7,College Interview,2020,"Drama,Mystery,Thriller",60,5.9,1679
tt1837492,13 Reasons Why,tt11625470,4,8,Acceptance/Rejection,2020,"Drama,Mystery,Thriller",57,6.2,1891
tt1837492,13 Reasons Why,tt11898302,4,9,Prom,2020,"Drama,Mystery,Thriller",60,6.8,1925
tt1837492,13 Reasons Why,tt11898306,4,10,Graduation,2020,"Drama,Mystery,Thriller",98,7.7,2700
tt2364582,Agents of S.H.I.E.L.D.,tt2912308,1,1,Pilot,2013,"Action,Adventure,Drama",44,7.5,7647
tt2364582,Agents of S.H.I.E.L.D.,tt3130816,1,2,0-8-4,2013,"Action,Adventure,Drama",42.0,7.1,5750
tt2364582,Agents of S.H.I.E.L.D.,tt3130186,1,3,The Asset,2013,"Action,Adventure,Drama",43.0,7.3,5103
tt2364582,Agents of S.H.I.E.L.D.,tt3218318,1,4,Eye Spy,2013,"Action,Adventure,Drama",43.0,7.5,4760
tt2364582,Agents of S.H.I.E.L.D.,tt3229400,1,5,Girl in the Flower Dress,2013,"Action,Adventure,Drama",43.0,7.4,4647
tt2364582,Agents of S.H.I.E.L.D.,tt3229404,1,6,FZZT,2013,"Action,Adventure,Drama",43.0,8.0,4885
tt2364582,Agents of S.H.I.E.L.D.,tt3229406,1,7,The Hub,2013,"Action,Adventure,Drama",43.0,7.5,4373
tt2364582,Agents of S.H.I.E.L.D.,tt3252298,1,8,The Well,2013,"Action,Adventure,Drama",43.0,7.7,4376
tt2364582,Agents of S.H.I.E.L.D.,tt3252332,1,9,Repairs,2013,"Action,Adventure,Drama",43.0,7.3,4190
tt2364582,Agents of S.H.I.E.L.D.,tt3252318,1,10,The Bridge,2013,"Action,Adventure,Drama",42.0,7.9,4197
tt2364582,Agents of S.H.I.E.L.D.,tt3307564,1,11,The Magical Place,2014,"Action,Adventure,Drama",43.0,8.1,4221
tt2364582,Agents of S.H.I.E.L.D.,tt3307568,1,12,Seeds,2014,"Action,Adventure,Drama",43.0,7.8,4193
tt2364582,Agents of S.H.I.E.L.D.,tt3307566,1,13,T.R.A.C.K.S.,2014,"Action,Adventure,Drama",43.0,8.5,4387
tt2364582,Agents of S.H.I.E.L.D.,tt3476430,1,14,T.A.H.I.T.I.,2014,"Action,Adventure,Drama",45.0,8.4,4142
tt2364582,Agents of S.H.I.E.L.D.,tt3473818,1,15,Yes Men,2014,"Action,Adventure,Drama",45.0,8.0,4204
tt2364582,Agents of S.H.I.E.L.D.,tt3539224,1,16,End of the Beginning,2014,"Action,Adventure,Drama",45.0,8.5,4232
tt2364582,Agents of S.H.I.E.L.D.,tt3539406,1,17,"Turn, Turn, Turn",2014,"Action,Adventure,Drama",44.0,9.2,5806
tt2364582,Agents of S.H.I.E.L.D.,tt3609126,1,18,Providence,2014,"Action,Adventure,Drama",45.0,8.2,3865
tt2364582,Agents of S.H.I.E.L.D.,tt3609154,1,19,The Only Light in the Darkness,2014,"Action,Adventure,Drama",41.0,8.2,3907
tt2364582,Agents of S.H.I.E.L.D.,tt3609164,1,20,Nothing Personal,2014,"Action,Adventure,Drama",41.0,8.6,3970
tt2364582,Agents of S.H.I.E.L.D.,tt3609168,1,21,Ragtag,2014,"Action,Adventure,Drama",42.0,8.3,3747
tt2364582,Agents of S.H.I.E.L.D.,tt3609170,1,22,Beginning of the End,2014,"Action,Adventure,Drama",44.0,9.0,4816
tt2364582,Agents of S.H.I.E.L.D.,tt3721000,2,1,Shadows,2014,"Action,Adventure,Drama",43.0,8.1,4201
tt2364582,Agents of S.H.I.E.L.D.,tt3997450,2,2,Heavy Is the Head,2014,"Action,Adventure,Drama",42,7.9,3612
tt2364582,Agents of S.H.I.E.L.D.,tt3997456,2,3,Making Friends and Influencing People,2014,"Action,Adventure,Drama",43,8.0,3514
tt2364582,Agents of S.H.I.E.L.D.,tt3997452,2,4,Face My Enemy,2014,"Action,Adventure,Drama",42,8.1,3479
tt2364582,Agents of S.H.I.E.L.D.,tt3970174,2,5,A Hen in the Wolf House,2014,"Action,Adventure,Drama",44,8.6,3690
tt2364582,Agents of S.H.I.E.L.D.,tt4078580,2,6,A Fractured House,2014,"Action,Adventure,Drama",41.0,8.1,3408
tt2364582,Agents of S.H.I.E.L.D.,tt4082652,2,7,The Writing on the Wall,2014,"Action,Adventure,Drama",42.0,8.3,3432
tt2364582,Agents of S.H.I.E.L.D.,tt4082656,2,8,The Things We Bury,2014,"Action,Adventure,Drama",44.0,8.5,3518
tt2364582,Agents of S.H.I.E.L.D.,tt4120698,2,9,Ye Who Enter Here,2014,"Action,Adventure,Drama",43.0,8.4,3387
tt2364582,Agents of S.H.I.E.L.D.,tt4120702,2,10,What They Become,2014,"Action,Adventure,Drama",43.0,9.1,4828
tt2364582,Agents of S.H.I.E.L.D.,tt4120704,2,11,Aftershocks,2015,"Action,Adventure,Drama",43.0,8.3,3405
tt2364582,Agents of S.H.I.E.L.D.,tt4120714,2,12,Who You Really Are,2015,"Action,Adventure,Drama",42.0,8.0,3221
tt2364582,Agents of S.H.I.E.L.D.,tt4120718,2,13,One of Us,2015,"Action,Adventure,Drama",43.0,7.8,3118
tt2364582,Agents of S.H.I.E.L.D.,tt4120720,2,14,Love in the Time of Hydra,2015,"Action,Adventure,Drama",44.0,7.7,3159
tt2364582,Agents of S.H.I.E.L.D.,tt4120722,2,15,One Door Closes,2015,"Action,Adventure,Drama",42.0,8.6,3323
tt2364582,Agents of S.H.I.E.L.D.,tt4120726,2,16,Afterlife,2015,"Action,Adventure,Drama",44.0,8.1,3274
tt2364582,Agents of S.H.I.E.L.D.,tt4120730,2,17,Melinda,2015,"Action,Adventure,Drama",42.0,8.4,3451
tt2364582,Agents of S.H.I.E.L.D.,tt4120738,2,18,Frenemy of My Enemy,2015,"Action,Adventure,Drama",43.0,8.4,3192
tt2364582,Agents of S.H.I.E.L.D.,tt4120734,2,19,The Dirty Half Dozen,2015,"Action,Adventure,Drama",42.0,8.7,3532
tt2364582,Agents of S.H.I.E.L.D.,tt4122454,2,20,Scars,2015,"Action,Adventure,Drama",44.0,8.4,3162
tt2364582,Agents of S.H.I.E.L.D.,tt4122456,2,21,S.O.S. Part 1,2015,"Action,Adventure,Drama",43.0,9.0,3993
tt2364582,Agents of S.H.I.E.L.D.,tt4110822,2,22,S.O.S. Part 2,2015,"Action,Adventure,Drama",43.0,9.3,4776
tt2364582,Agents of S.H.I.E.L.D.,tt4667540,3,1,Laws of Nature,2015,"Action,Adventure,Drama",44.0,8.5,3644
tt2364582,Agents of S.H.I.E.L.D.,tt4706470,3,2,Purpose in the Machine,2015,"Action,Adventure,Drama",43.0,8.5,3303
tt2364582,Agents of S.H.I.E.L.D.,tt4727950,3,3,A Wanted (Inhu)Man,2015,"Action,Adventure,Drama",42.0,7.9,2958
tt2364582,Agents of S.H.I.E.L.D.,tt4732884,3,4,Devils You Know,2015,"Action,Adventure,Drama",43.0,8.2,2912
tt2364582,Agents of S.H.I.E.L.D.,tt4742110,3,5,"4,722 Hours",2015,"Action,Adventure,Drama",43.0,9.2,5337
tt2364582,Agents of S.H.I.E.L.D.,tt4760490,3,6,Among Us Hide...,2015,"Action,Adventure,Drama",42.0,8.2,2918
tt2364582,Agents of S.H.I.E.L.D.,tt4765060,3,7,Chaos Theory,2015,"Action,Adventure,Drama",43.0,8.3,2876
tt2364582,Agents of S.H.I.E.L.D.,tt4769592,3,8,"Many Heads, One Tale",2015,"Action,Adventure,Drama",43.0,8.8,3166
tt2364582,Agents of S.H.I.E.L.D.,tt4778366,3,9,Closure,2015,"Action,Adventure,Drama",43.0,8.9,3203
tt2364582,Agents of S.H.I.E.L.D.,tt4786258,3,10,Maveth,2015,"Action,Adventure,Drama",42.0,9.0,3433
tt2364582,Agents of S.H.I.E.L.D.,tt4794580,3,11,Bouncing Back,2016,"Action,Adventure,Drama",43.0,8.0,2649
tt2364582,Agents of S.H.I.E.L.D.,tt4800060,3,12,The Inside Man,2016,"Action,Adventure,Drama",43.0,7.9,2595
tt2364582,Agents of S.H.I.E.L.D.,tt4809604,3,13,Parting Shot,2016,"Action,Adventure,Drama",42.0,8.6,3305
tt2364582,Agents of S.H.I.E.L.D.,tt4819384,3,14,Watchdogs,2016,"Action,Adventure,Drama",42.0,7.5,2652
tt2364582,Agents of S.H.I.E.L.D.,tt4829172,3,15,Spacetime,2016,"Action,Adventure,Drama",43.0,8.5,2853
tt2364582,Agents of S.H.I.E.L.D.,tt4838204,3,16,Paradise Lost,2016,"Action,Adventure,Drama",43.0,8.0,2561
tt2364582,Agents of S.H.I.E.L.D.,tt4842854,3,17,The Team,2016,"Action,Adventure,Drama",43.0,8.8,2991
tt2364582,Agents of S.H.I.E.L.D.,tt4857186,3,18,The Singularity,2016,"Action,Adventure,Drama",42.0,8.1,2601
tt2364582,Agents of S.H.I.E.L.D.,tt4871764,3,19,Failed Experiments,2016,"Action,Adventure,Drama",41.0,8.1,2525
tt2364582,Agents of S.H.I.E.L.D.,tt4877412,3,20,Emancipation,2016,"Action,Adventure,Drama",43.0,8.4,2616
tt2364582,Agents of S.H.I.E.L.D.,tt4883818,3,21,Absolution,2016,"Action,Adventure,Drama",43.0,8.5,2687
tt2364582,Agents of S.H.I.E.L.D.,tt4899794,3,22,Ascension,2016,"Action,Adventure,Drama",43.0,8.9,3182
tt2364582,Agents of S.H.I.E.L.D.,tt5518974,4,1,The Ghost,2016,"Action,Adventure,Drama",43.0,8.2,3247
tt2364582,Agents of S.H.I.E.L.D.,tt5916264,4,2,Meet the New Boss,2016,"Action,Adventure,Drama",43.0,7.9,2769
tt2364582,Agents of S.H.I.E.L.D.,tt5916458,4,3,Uprising,2016,"Action,Adventure,Drama",42.0,8.1,2673
tt2364582,Agents of S.H.I.E.L.D.,tt5916482,4,4,Let Me Stand Next to Your Fire,2016,"Action,Adventure,Drama",43.0,8.4,2667
tt2364582,Agents of S.H.I.E.L.D.,tt5916512,4,5,Lockup,2016,"Action,Adventure,Drama",42.0,8.1,2537
tt2364582,Agents of S.H.I.E.L.D.,tt5916528,4,6,The Good Samaritan,2016,"Action,Adventure,Drama",41.0,8.7,2863
tt2364582,Agents of S.H.I.E.L.D.,tt5916746,4,7,Deals with Our Devils,2016,"Action,Adventure,Drama",43.0,8.8,2713
tt2364582,Agents of S.H.I.E.L.D.,tt5916754,4,8,The Laws of Inferno Dynamics,2016,"Action,Adventure,Drama",42.0,8.6,2589
tt2364582,Agents of S.H.I.E.L.D.,tt5916768,4,9,Broken Promises,2017,"Action,Adventure,Drama",43.0,8.3,2440
tt2364582,Agents of S.H.I.E.L.D.,tt5916774,4,10,The Patriot,2017,"Action,Adventure,Drama",42.0,8.0,2388
tt2364582,Agents of S.H.I.E.L.D.,tt5916778,4,11,Wake Up,2017,"Action,Adventure,Drama",42.0,8.3,2392
tt2364582,Agents of S.H.I.E.L.D.,tt5916782,4,12,Hot Potato Soup,2017,"Action,Adventure,Drama",42.0,8.0,2390
tt2364582,Agents of S.H.I.E.L.D.,tt5916792,4,13,BOOM,2017,"Action,Adventure,Drama",43.0,7.9,2365
tt2364582,Agents of S.H.I.E.L.D.,tt5916818,4,14,The Man Behind the Shield,2017,"Action,Adventure,Drama",42.0,8.1,2415
tt2364582,Agents of S.H.I.E.L.D.,tt5916824,4,15,Self Control,2017,"Action,Adventure,Drama",43.0,9.4,4896
tt2364582,Agents of S.H.I.E.L.D.,tt5916832,4,16,What If...,2017,"Action,Adventure,Drama",42.0,9.0,3219
tt2364582,Agents of S.H.I.E.L.D.,tt5916836,4,17,Identity and Change,2017,"Action,Adventure,Drama",43.0,8.8,2776
tt2364582,Agents of S.H.I.E.L.D.,tt5916840,4,18,No Regrets,2017,"Action,Adventure,Drama",43.0,9.0,2880
tt2364582,Agents of S.H.I.E.L.D.,tt5916846,4,19,All the Madame's Men,2017,"Action,Adventure,Drama",43.0,8.6,2612
tt2364582,Agents of S.H.I.E.L.D.,tt5916856,4,20,"Farewell, Cruel World!",2017,"Action,Adventure,Drama",41.0,9.0,2811
tt2364582,Agents of S.H.I.E.L.D.,tt5916876,4,21,The Return,2017,"Action,Adventure,Drama",43.0,9.0,2859
tt2364582,Agents of S.H.I.E.L.D.,tt5916882,4,22,World's End,2017,"Action,Adventure,Drama",43.0,9.0,3113
tt2364582,Agents of S.H.I.E.L.D.,tt6878538,5,1,Orientation: Part 1,2017,"Action,Adventure,Drama",42.0,8.8,3303
tt2364582,Agents of S.H.I.E.L.D.,tt7178426,5,2,Orientation: Part 2,2017,"Action,Adventure,Drama",43.0,8.6,2962
tt2364582,Agents of S.H.I.E.L.D.,tt7183060,5,3,A Life Spent,2017,"Action,Adventure,Drama",42.0,8.1,2590
tt2364582,Agents of S.H.I.E.L.D.,tt7183068,5,4,A Life Earned,2017,"Action,Adventure,Drama",43.0,8.1,2519
tt2364582,Agents of S.H.I.E.L.D.,tt7183072,5,5,Rewind,2017,"Action,Adventure,Drama",42.0,9.1,3316
tt2364582,Agents of S.H.I.E.L.D.,tt7183078,5,6,Fun & Games,2018,"Action,Adventure,Drama",42.0,8.8,2770
tt2364582,Agents of S.H.I.E.L.D.,tt7183084,5,7,Together or Not at All,2018,"Action,Adventure,Drama",40.0,8.2,2386
tt2364582,Agents of S.H.I.E.L.D.,tt7183086,5,8,The Last Day,2018,"Action,Adventure,Drama",42.0,8.2,2433
tt2364582,Agents of S.H.I.E.L.D.,tt7183090,5,9,Best Laid Plans,2018,"Action,Adventure,Drama",41.0,8.2,2277
tt2364582,Agents of S.H.I.E.L.D.,tt7183092,5,10,Past Life,2018,"Action,Adventure,Drama",42.0,8.5,2457
tt2364582,Agents of S.H.I.E.L.D.,tt7183100,5,11,All the Comforts of Home,2018,"Action,Adventure,Drama",42.0,8.4,2349
tt2364582,Agents of S.H.I.E.L.D.,tt7183104,5,12,The Real Deal,2018,"Action,Adventure,Drama",43.0,9.1,3210
tt2364582,Agents of S.H.I.E.L.D.,tt7183106,5,13,Principia,2018,"Action,Adventure,Drama",42.0,8.0,2214
tt2364582,Agents of S.H.I.E.L.D.,tt7183112,5,14,The Devil Complex,2018,"Action,Adventure,Drama",42.0,9.0,2931
tt2364582,Agents of S.H.I.E.L.D.,tt7183116,5,15,Rise and Shine,2018,"Action,Adventure,Drama",43.0,8.4,2239
tt2364582,Agents of S.H.I.E.L.D.,tt7183120,5,16,Inside Voices,2018,"Action,Adventure,Drama",42.0,8.2,2113
tt2364582,Agents of S.H.I.E.L.D.,tt7183126,5,17,The Honeymoon,2018,"Action,Adventure,Drama",42.0,8.0,2080
tt2364582,Agents of S.H.I.E.L.D.,tt7183130,5,18,All Roads Lead...,2018,"Action,Adventure,Drama",41.0,8.2,2079
tt2364582,Agents of S.H.I.E.L.D.,tt7183140,5,19,Option Two,2018,"Action,Adventure,Drama",42.0,8.5,2157
tt2364582,Agents of S.H.I.E.L.D.,tt7183150,5,20,The One Who Will Save Us All,2018,"Action,Adventure,Drama",42.0,8.2,2089
tt2364582,Agents of S.H.I.E.L.D.,tt7183156,5,21,The Force of Gravity,2018,"Action,Adventure,Drama",43.0,8.5,2125
tt2364582,Agents of S.H.I.E.L.D.,tt7183160,5,22,The End,2018,"Action,Adventure,Drama",43.0,9.1,3232
tt2364582,Agents of S.H.I.E.L.D.,tt8416608,6,1,Missing Pieces,2019,"Action,Adventure,Drama",42.0,7.9,2380
tt2364582,Agents of S.H.I.E.L.D.,tt8416896,6,2,Window of Opportunity,2019,"Action,Adventure,Drama",43.0,7.9,2030
tt2364582,Agents of S.H.I.E.L.D.,tt8416904,6,3,Fear and Loathing on the Planet of Kitson,2019,"Action,Adventure,Drama",43.0,8.3,2398
tt2364582,Agents of S.H.I.E.L.D.,tt8416910,6,4,Code Yellow,2019,"Action,Adventure,Drama",41.0,7.8,2056
tt2364582,Agents of S.H.I.E.L.D.,tt8416912,6,5,The Other Thing,2019,"Action,Adventure,Drama",42.0,8.0,1867
tt2364582,Agents of S.H.I.E.L.D.,tt8416914,6,6,Inescapable,2019,"Action,Adventure,Drama",42.0,8.8,2790
tt2364582,Agents of S.H.I.E.L.D.,tt8416916,6,7,Toldja,2019,"Action,Adventure,Drama",42.0,7.9,1802
tt2364582,Agents of S.H.I.E.L.D.,tt8422650,6,8,Collision Course (Part I),2019,"Action,Adventure,Drama",42.0,8.3,1790
tt2364582,Agents of S.H.I.E.L.D.,tt8422652,6,9,Collision Course (Part II),2019,"Action,Adventure,Drama",42.0,8.4,1820
tt2364582,Agents of S.H.I.E.L.D.,tt8422656,6,10,Leap,2019,"Action,Adventure,Drama",42.0,8.5,1828
tt2364582,Agents of S.H.I.E.L.D.,tt8422660,6,11,From the Ashes,2019,"Action,Adventure,Drama",42.0,8.0,1672
tt2364582,Agents of S.H.I.E.L.D.,tt8422664,6,12,The Sign,2019,"Action,Adventure,Drama",41.0,8.3,1711
tt2364582,Agents of S.H.I.E.L.D.,tt8422666,6,13,New Life,2019,"Action,Adventure,Drama",43.0,8.6,1962
tt2364582,Agents of S.H.I.E.L.D.,tt9292314,7,1,The New Deal,2020,"Action,Adventure,Drama",43.0,8.2,2216
tt2364582,Agents of S.H.I.E.L.D.,tt9307248,7,2,Know Your Onions,2020,"Action,Adventure,Drama",42.0,8.0,1972
tt2364582,Agents of S.H.I.E.L.D.,tt9307250,7,3,Alien Commies from the Future!,2020,"Action,Adventure,Drama",42.0,8.4,2026
tt2364582,Agents of S.H.I.E.L.D.,tt9307252,7,4,Out of the Past,2020,"Action,Adventure,Drama",43.0,8.6,2141
tt2364582,Agents of S.H.I.E.L.D.,tt9307254,7,5,A Trout in the Milk,2020,"Action,Adventure,Drama",42.0,8.3,1896
tt2364582,Agents of S.H.I.E.L.D.,tt9307256,7,6,Adapt or Die,2020,"Action,Adventure,Drama",43.0,8.3,1829
tt2364582,Agents of S.H.I.E.L.D.,tt9307258,7,7,The Totally Excellent Adventures of Mack and the D,2020,"Action,Adventure,Drama",43.0,7.8,2196
tt2364582,Agents of S.H.I.E.L.D.,tt9307260,7,8,"After, Before",2020,"Action,Adventure,Drama",42.0,7.8,1811
tt2364582,Agents of S.H.I.E.L.D.,tt9307262,7,9,As I Have Always Been,2020,"Action,Adventure,Drama",43.0,9.5,3781
tt2364582,Agents of S.H.I.E.L.D.,tt9307264,7,10,Stolen,2020,"Action,Adventure,Drama",41.0,8.1,1714
tt2364582,Agents of S.H.I.E.L.D.,tt9307266,7,11,Brand New Day,2020,"Action,Adventure,Drama",43.0,8.2,1683
tt2364582,Agents of S.H.I.E.L.D.,tt9307268,7,12,The End Is at Hand,2020,"Action,Adventure,Drama",43.0,8.9,2072
tt2364582,Agents of S.H.I.E.L.D.,tt9535202,7,13,What We're Fighting For,2020,"Action,Adventure,Drama",43.0,9.4,3142
tt1844624,American Horror Story,tt2030547,1,1,Pilot,2011,"Drama,Horror,Sci-Fi",51.0,7.9,8721
tt1844624,American Horror Story,tt2065065,1,2,Home Invasion,2011,"Drama,Horror,Sci-Fi",43.0,7.9,6679
tt1844624,American Horror Story,tt2063035,1,3,Murder House,2011,"Drama,Horror,Sci-Fi",42.0,8.0,6567
tt1844624,American Horror Story,tt2040655,1,4,Halloween: Part 1,2011,"Drama,Horror,Sci-Fi",39.0,8.1,6146
tt1844624,American Horror Story,tt2074512,1,5,Halloween: Part 2,2011,"Drama,Horror,Sci-Fi",41.0,8.1,5968
tt1844624,American Horror Story,tt2074513,1,6,Piggy Piggy,2011,"Drama,Horror,Sci-Fi",44.0,7.9,5808
tt1844624,American Horror Story,tt2074514,1,7,Open House,2011,"Drama,Horror,Sci-Fi",41.0,7.8,5762
tt1844624,American Horror Story,tt2074515,1,8,Rubber Man,2011,"Drama,Horror,Sci-Fi",43.0,7.9,5465
tt1844624,American Horror Story,tt2074516,1,9,Spooky Little Girl,2011,"Drama,Horror,Sci-Fi",40.0,7.8,5397
tt1844624,American Horror Story,tt2074508,1,10,Smoldering Children,2011,"Drama,Horror,Sci-Fi",42.0,8.4,5752
tt1844624,American Horror Story,tt2074509,1,11,Birth,2011,"Drama,Horror,Sci-Fi",42.0,8.3,5614
tt1844624,American Horror Story,tt2074510,1,12,Afterbirth,2011,"Drama,Horror,Sci-Fi",52.0,7.9,5791
tt1844624,American Horror Story,tt2106795,2,1,Welcome to Briarcliff,2012,"Drama,Horror,Sci-Fi",44.0,8.2,6538
tt1844624,American Horror Story,tt2378292,2,2,Tricks and Treats,2012,"Drama,Horror,Sci-Fi",44.0,8.3,5468
tt1844624,American Horror Story,tt2378294,2,3,Nor'easter,2012,"Drama,Horror,Sci-Fi",41.0,8.2,5166
tt1844624,American Horror Story,tt2378296,2,4,I Am Anne Frank: Part 1,2012,"Drama,Horror,Sci-Fi",42.0,8.2,5061
tt1844624,American Horror Story,tt2378304,2,5,I Am Anne Frank: Part 2,2012,"Drama,Horror,Sci-Fi",42.0,8.8,5660
tt1844624,American Horror Story,tt2383792,2,6,The Origins of Monstrosity,2012,"Drama,Horror,Sci-Fi",41.0,8.1,4775
tt1844624,American Horror Story,tt2436548,2,7,Dark Cousin,2012,"Drama,Horror,Sci-Fi",42.0,8.2,4754
tt1844624,American Horror Story,tt2471092,2,8,Unholy Night,2012,"Drama,Horror,Sci-Fi",40.0,8.5,5115
tt1844624,American Horror Story,tt2471094,2,9,The Coat Hanger,2012,"Drama,Horror,Sci-Fi",40.0,8.2,4719
tt1844624,American Horror Story,tt2471102,2,10,The Name Game,2013,"Drama,Horror,Sci-Fi",40.0,8.8,6421
tt1844624,American Horror Story,tt2471106,2,11,Spilt Milk,2013,"Drama,Horror,Sci-Fi",45.0,8.3,4874
tt1844624,American Horror Story,tt2471112,2,12,Continuum,2013,"Drama,Horror,Sci-Fi",43.0,7.8,4836
